id,x,y,label
5057,9.285,0.81,normal
5058,9.114,1.513,normal
5059,8.995,0.924,normal
5060,9.397,0.732,normal
5061,9.376,0.561,normal
5062,8.975,0.922,normal
5063,9.262,0.948,normal
5064,8.71,1.366,normal
5065,8.732,0.611,normal
5066,8.73,0.833,normal
5067,9.124,0.486,normal
5068,9.339,0.859,normal
5069,8.97,1.073,normal
5070,8.706,1.275,normal
5071,8.717,1.164,normal
5072,8.986,1.307,normal
5073,9.18,0.81,normal
5074,9.214,1.596,normal
5075,8.802,1.388,normal
5076,8.479,0.984,normal
5077,9.081,0.708,normal
5078,8.706,1.411,normal
5079,9.67,1.848,normal
5080,9.194,1.102,normal
5081,9.202,0.792,normal
5082,8.975,0.891,normal
5083,8.372,1.625,normal
5084,8.989,1.3,normal
5085,9.305,0.66,normal
5086,8.691,0.836,normal
5087,8.995,0.636,normal
5088,9.027,0.483,normal
5089,9.394,0.43,normal
5090,8.915,1.274,normal
5091,9.438,0.842,normal
5092,8.802,0.849,normal
5093,9.166,0.873,normal
5094,8.406,1.175,normal
5095,9.405,0.924,normal
5096,9.065,0.651,normal
5097,9.271,0.712,normal
5098,9.067,0.209,normal
5099,8.83,1.191,normal
5100,8.927,0.55,normal
5101,9.163,0.92,normal
5102,8.968,0.341,normal
5103,9.255,1.079,normal
5104,9.127,0.924,normal
5105,8.721,0.78,normal
5106,9.132,0.682,normal
5107,8.907,1.076,normal
5108,9.045,0.915,normal
5109,9.719,0.767,normal
5110,8.687,0.481,normal
5111,8.85,0.66,normal
5112,8.964,0.953,normal
5113,8.93,1.269,normal
5114,8.797,1.182,normal
5115,9.335,0.397,normal
5116,8.999,0.75,normal
5117,8.665,1.317,normal
5118,8.737,0.707,normal
5119,8.735,1.104,normal
5120,9.164,1.108,normal
5121,8.761,0.979,normal
5122,9.061,0.815,normal
5123,8.806,1.211,normal
5124,9.197,1.406,normal
5125,8.318,0.905,normal
5126,8.812,0.875,normal
5127,9.162,1.219,normal
5128,8.828,0.471,normal
5129,8.441,0.756,normal
5130,9.221,0.515,normal
5131,8.966,1.148,normal
5132,9.164,1.007,normal
5133,8.882,0.618,normal
5134,8.413,1.476,normal
5135,8.981,0.77,normal
5136,8.708,1.242,normal
5137,8.718,1.094,normal
5138,8.989,1.02,normal
5139,9.252,0.904,normal
5140,9.092,0.807,normal
5141,9.127,0.975,normal
5142,8.979,1.001,normal
5143,9.344,1.261,normal
5144,8.561,0.913,normal
5145,9.007,1.024,normal
5146,9.547,0.606,normal
5147,9.109,0.602,normal
5148,9.503,1.197,normal
5149,8.831,0.637,normal
5150,9.127,0.69,normal
5151,8.868,1.008,normal
5152,9.646,1.177,normal
5153,9.343,0.922,normal
5154,9.016,0.992,normal
5155,8.699,0.673,normal
5156,9.173,1.48,normal
5157,8.929,1.216,normal
5158,8.783,0.922,normal
5159,9.5,1.046,normal
5160,9.062,0.608,normal
5161,8.215,0.972,normal
5162,9.538,1.464,normal
5163,9.12,1.066,normal
5164,8.907,0.95,normal
5165,8.509,0.529,normal
5166,8.931,0.851,normal
5167,8.243,1.433,normal
5168,9.24,1.081,normal
5169,9.053,0.952,normal
5170,9.047,1.155,normal
5171,9.031,1.112,normal
5172,8.707,0.957,normal
5173,9.253,1.173,normal
5174,8.812,0.841,normal
5175,9.108,1.208,normal
5176,9.223,0.88,normal
5177,9.048,0.283,normal
5178,8.994,0.869,normal
5179,9.456,0.806,normal
5180,9.115,0.78,normal
5181,9.238,1.152,normal
5182,9.053,1.255,normal
5183,9.563,0.974,normal
5184,9.088,1.385,normal
5185,9.061,1.065,normal
5186,9.157,1.229,normal
5187,9.319,0.669,normal
5188,8.982,0.983,normal
5189,9.131,1.665,normal
5190,8.936,1.037,normal
5191,8.89,0.784,normal
5192,8.487,1.02,normal
5193,9.199,0.695,normal
5194,9.194,1.694,normal
5195,8.688,1.147,normal
5196,9.114,1.427,normal
5197,9.058,1.041,normal
5198,8.879,0.964,normal
5199,8.857,1.521,normal
5200,8.85,0.804,normal
5201,9.429,0.963,normal
5202,9.058,0.968,normal
5203,8.602,0.483,normal
5204,9.043,1.152,normal
5205,8.871,0.926,normal
5206,8.661,1.29,normal
5207,8.897,1.078,normal
5208,9.353,1.233,normal
5209,8.857,0.776,normal
5210,8.76,0.822,normal
5211,9.005,0.914,normal
5212,9.068,0.841,normal
5213,9.179,0.808,normal
5214,8.77,0.646,normal
5215,9.136,0.839,normal
5216,9.433,0.87,normal
5217,9.182,0.697,normal
5218,9.35,-0.03,normal
5219,8.622,1.172,normal
5220,8.953,0.861,normal
5221,9.239,1.051,normal
5222,9.131,1.2,normal
5223,8.955,1.041,normal
5224,9.169,1.515,normal
5225,9.005,0.919,normal
5226,9.423,1.051,normal
5227,9.025,1.162,normal
5228,9.207,0.811,normal
5229,8.767,0.739,normal
5230,9.273,0.952,normal
5231,9.332,0.819,normal
5232,9.396,1.384,normal
5233,9.195,1.165,normal
5234,8.872,0.429,normal
5235,8.693,1.166,normal
5236,8.599,1.063,normal
5237,8.809,0.914,normal
5238,8.614,0.434,normal
5239,9.147,1.018,normal
5240,9.095,1.227,normal
5241,9.673,0.473,normal
5242,8.992,0.872,normal
5243,9.221,0.62,normal
5244,9.219,1.014,normal
5245,9.306,1.051,normal
5246,8.632,1.201,normal
5247,8.681,0.935,normal
5248,9.172,0.654,normal
5249,9.321,0.886,normal
5250,8.653,0.899,normal
5251,9.032,1.367,normal
5252,9.131,0.667,normal
5253,9.106,1.214,normal
5254,8.701,1.044,normal
5255,8.979,1.377,normal
5256,9.035,0.66,normal
5257,8.382,1.357,normal
5258,8.755,1.455,normal
5259,9.099,1.007,normal
5260,8.996,0.755,normal
5261,8.953,1.229,normal
5262,9.203,0.958,normal
5263,9.155,0.912,normal
5264,8.838,0.929,normal
5265,8.781,0.663,normal
5266,8.943,0.919,normal
5267,9.212,1.078,normal
5268,9.096,1.473,normal
5269,8.706,1.399,normal
5270,9.121,0.725,normal
5271,8.93,1.06,normal
5272,9.31,0.773,normal
5273,8.559,0.819,normal
5274,8.801,0.934,normal
5275,8.604,0.548,normal
5276,9.41,0.774,normal
5277,9.201,0.619,normal
5278,9.354,0.666,normal
5279,8.631,1.56,normal
5280,8.859,0.541,normal
5281,9.157,0.868,normal
5282,9.069,1.208,normal
5283,9.35,1.742,normal
5284,9.046,0.363,normal
5285,9.327,0.963,normal
5286,8.666,1.259,normal
5287,8.948,0.543,normal
5288,9.176,0.641,normal
5289,9.329,0.808,normal
5290,9.009,1.211,normal
5291,8.809,1.427,normal
5292,8.773,1.284,normal
5293,8.868,0.447,normal
5294,8.907,1.205,normal
5295,9.097,1.029,normal
5296,9.027,1.552,normal
5297,8.826,1.391,normal
5298,9.1,0.902,normal
5299,9.2,1.414,normal
5300,8.463,1.566,normal
5301,9.468,1.306,normal
5302,8.784,0.545,normal
5303,9.309,1.075,normal
5304,8.699,0.949,normal
5305,9.431,0.938,normal
5306,9.096,0.845,normal
5307,9.231,0.935,normal
5308,9.033,1.24,normal
5309,9.068,0.638,normal
5310,8.985,0.878,normal
5311,8.723,1.271,normal
5312,9.022,0.999,normal
5313,8.428,1.429,normal
5314,9.124,0.761,normal
5315,9.274,1.199,normal
5316,9.086,1.029,normal
5317,8.607,1.159,normal
5318,9.012,1.021,normal
5319,8.657,0.823,normal
5320,9.483,0.527,normal
5321,9.266,0.729,normal
5322,9.229,0.88,normal
5323,8.896,0.904,normal
5324,9.092,0.82,normal
5325,9.236,0.83,normal
5326,8.911,0.778,normal
5327,9.002,0.547,normal
5328,9.056,1.132,normal
5329,9.434,0.399,normal
5330,8.956,1.224,normal
5331,8.72,1.257,normal
5332,9.295,0.441,normal
5333,9.425,0.694,normal
5334,9.01,1.102,normal
5335,8.888,0.688,normal
5336,9.382,0.401,normal
5337,8.993,0.649,normal
5338,9.275,0.69,normal
5339,8.741,1.072,normal
5340,9.242,1.009,normal
5341,8.887,0.711,normal
5342,9.254,0.939,normal
5343,9.336,1.742,normal
5344,8.843,1.081,normal
5345,8.678,1.666,normal
5346,8.89,1.044,normal
5347,9.542,1.35,normal
5348,8.754,1.252,normal
5349,9.607,1.097,normal
5350,9.119,0.997,normal
5351,8.789,1.096,normal
5352,8.83,0.649,normal
5353,9.776,1.024,normal
5354,8.967,0.804,normal
5355,9.443,0.715,normal
5356,9.12,1.053,normal
5357,9.297,0.767,normal
5358,9.422,0.757,normal
5359,8.644,0.941,normal
5360,8.727,0.58,normal
5361,9.09,1.73,normal
5362,8.482,1.644,normal
5363,9.351,1.439,normal
5364,9.224,0.352,normal
5365,8.642,1.355,normal
5366,9.119,0.752,normal
5367,8.903,1.42,normal
5368,8.471,1.057,normal
5369,8.657,0.738,normal
5370,9.169,1.021,normal
5371,8.77,0.72,normal
5372,8.817,1.271,normal
5373,8.912,0.814,normal
5374,8.658,1.237,normal
5375,8.973,1.344,normal
5376,9.643,1.461,normal
5377,9.052,0.623,normal
5378,8.611,1.1,normal
5379,8.926,1.193,normal
5380,9.35,0.811,normal
5381,9.16,0.548,normal
5382,8.089,0.94,normal
5383,9.076,0.953,normal
5384,9.131,0.776,normal
5385,8.959,0.816,normal
5386,8.859,1.564,normal
5387,8.843,1.476,normal
5388,9.263,1.564,normal
5389,9.273,0.809,normal
5390,7.987,0.574,normal
5391,9.216,0.583,normal
5392,8.884,1.006,normal
5393,9.015,0.681,normal
5394,9.337,1.488,normal
5395,9.375,1.241,normal
5396,8.612,1.198,normal
5397,9.292,0.985,normal
5398,8.839,0.814,normal
5399,9.121,1.227,normal
5400,9.47,1.627,normal
5401,9.085,0.899,normal
5402,9.084,0.293,normal
5403,8.912,0.63,normal
5404,9.272,1.357,normal
5405,9.199,0.407,normal
5406,8.881,0.68,normal
5407,9.018,1.655,normal
5408,9.106,0.873,normal
5409,8.775,0.897,normal
5410,9.241,0.708,normal
5411,8.546,0.961,normal
5412,9.233,0.629,normal
5413,8.592,1.342,normal
5414,9.032,1.147,normal
5415,9.215,0.754,normal
5416,9.001,1.507,normal
5417,9.08,1.318,normal
5418,8.352,1.206,normal
5419,9.348,0.682,normal
5420,8.404,0.728,normal
5421,8.921,1.089,normal
5422,8.599,0.672,normal
5423,8.754,1.114,normal
5424,9.251,1.108,normal
5425,9.348,1.003,normal
5426,9.237,0.507,normal
5427,8.966,1.106,normal
5428,8.668,0.654,normal
5429,9.554,1.126,normal
5430,9.0,0.504,normal
5431,8.652,1.158,normal
5432,9.379,0.821,normal
5433,9.401,1.462,normal
5434,8.974,1.077,normal
5435,9.376,0.252,normal
5436,9.194,1.312,normal
5437,9.223,1.177,normal
5438,8.82,0.719,normal
5439,9.151,1.192,normal
5440,9.068,0.967,normal
5441,9.245,0.787,normal
5442,9.487,1.186,normal
5443,9.257,1.074,normal
5444,8.73,0.738,normal
5445,8.998,1.253,normal
5446,9.238,1.746,normal
5447,9.639,1.069,normal
5448,8.552,1.23,normal
5449,9.107,1.144,normal
5450,9.048,0.786,normal
5451,9.016,0.895,normal
5452,8.929,0.691,normal
5453,8.616,0.919,normal
5454,9.174,1.395,normal
5455,9.213,0.665,normal
5456,8.373,0.579,normal
5457,8.941,1.472,normal
5458,9.115,1.497,normal
5459,9.568,1.1,normal
5460,8.648,0.941,normal
5461,9.276,1.415,normal
5462,9.258,1.352,normal
5463,9.367,1.293,normal
5464,9.001,0.959,normal
5465,9.117,1.01,normal
5466,8.91,1.198,normal
5467,9.46,1.047,normal
5468,8.779,0.959,normal
5469,9.242,1.446,normal
5470,9.21,1.132,normal
5471,9.202,0.584,normal
5472,9.36,1.214,normal
5473,9.428,0.83,normal
5474,9.523,1.214,normal
5475,8.62,0.991,normal
5476,9.154,1.22,normal
5477,9.206,1.375,normal
5478,8.603,0.858,normal
5479,8.972,0.967,normal
5480,8.713,1.039,normal
5481,8.871,0.599,normal
5482,9.203,1.009,normal
5483,8.509,0.979,normal
5484,8.515,1.014,normal
5485,8.884,1.131,normal
5486,9.013,0.525,normal
5487,8.969,1.09,normal
5488,9.014,1.522,normal
5489,8.788,0.907,normal
5490,8.781,1.463,normal
5491,9.321,1.366,normal
5492,8.815,0.747,normal
5493,8.623,1.277,normal
5494,9.704,1.444,normal
5495,8.979,1.302,normal
5496,8.931,1.393,normal
5497,9.187,0.969,normal
5498,9.274,0.604,normal
5499,9.059,0.91,normal
5500,9.384,0.978,normal
5501,8.766,0.421,normal
5502,9.0,1.36,normal
5503,8.716,0.467,normal
5504,9.294,0.908,normal
5505,8.976,0.739,normal
5506,9.039,0.98,normal
5507,9.62,1.178,normal
5508,8.882,0.651,normal
5509,9.472,0.926,normal
5510,8.876,0.949,normal
5511,9.134,0.999,normal
5512,8.791,1.215,normal
5513,9.27,1.156,normal
5514,8.901,1.483,normal
5515,8.86,1.025,normal
5516,8.967,0.784,normal
5517,9.2,1.154,normal
5518,8.761,1.278,normal
5519,9.161,0.599,normal
5520,8.99,1.207,normal
5521,8.862,0.611,normal
5522,8.937,1.146,normal
5523,8.876,1.311,normal
5524,8.692,0.746,normal
5525,8.655,0.846,normal
5526,9.38,0.858,normal
5527,8.372,0.996,normal
5528,9.275,0.816,normal
5529,9.143,0.757,normal
5530,8.999,1.301,normal
5531,9.044,1.374,normal
5532,8.897,0.951,normal
5533,9.401,1.242,normal
5534,9.12,1.229,normal
5535,9.314,0.835,normal
5536,8.824,1.208,normal
5537,9.136,1.296,normal
5538,9.203,1.218,normal
5539,9.09,1.344,normal
5540,8.6,1.055,normal
5541,8.809,0.901,normal
5542,9.384,0.929,normal
5543,8.686,1.14,normal
5544,9.059,1.111,normal
5545,8.914,0.839,normal
5546,9.168,1.195,normal
5547,9.458,0.957,normal
5548,9.121,0.908,normal
5549,8.851,1.158,normal
5550,9.264,0.364,normal
5551,9.603,1.379,normal
5552,8.533,1.352,normal
5553,8.8,0.47,normal
5554,8.984,1.382,normal
5555,8.997,1.105,normal
5556,9.19,0.958,normal
5557,9.039,0.687,normal
5558,8.905,1.097,normal
5559,9.397,0.851,normal
5560,8.658,0.603,normal
5561,9.08,0.919,normal
5562,9.027,0.738,normal
5563,8.433,0.875,normal
5564,8.935,1.238,normal
5565,9.051,1.11,normal
5566,9.227,0.734,normal
5567,9.066,0.408,normal
5568,8.91,1.495,normal
5569,9.538,1.247,normal
5570,9.144,1.005,normal
5571,9.354,0.556,normal
5572,9.353,1.209,normal
5573,8.999,0.619,normal
5574,8.882,1.128,normal
5575,8.892,0.752,normal
5576,9.141,0.495,normal
5577,9.488,1.208,normal
5578,8.762,1.501,normal
5579,9.107,1.27,normal
5580,9.202,0.669,normal
5581,8.676,0.746,normal
5582,8.632,1.038,normal
5583,8.563,0.965,normal
5584,9.495,1.067,normal
5585,9.181,0.738,normal
5586,9.292,0.515,normal
5587,9.472,0.962,normal
5588,9.235,0.867,normal
5589,8.952,0.587,normal
5590,9.379,1.469,normal
5591,8.792,1.111,normal
5592,9.352,1.48,normal
5593,8.895,1.069,normal
5594,8.842,0.45,normal
5595,8.78,0.48,normal
5596,9.146,1.115,normal
5597,9.48,1.697,normal
5598,8.877,0.787,normal
5599,9.213,0.816,normal
5600,9.701,0.935,normal
5601,9.084,1.413,normal
5602,9.418,1.257,normal
5603,9.245,0.864,normal
5604,8.925,0.619,normal
5605,9.377,0.664,normal
5606,9.628,1.297,normal
5607,8.64,1.114,normal
5608,8.671,0.769,normal
5609,8.97,1.8,normal
5610,9.315,0.951,normal
5611,8.836,0.733,normal
5612,8.592,0.735,normal
5613,8.872,1.095,normal
5614,9.272,0.602,normal
5615,8.938,1.365,normal
5616,8.684,0.651,normal
5617,9.301,0.795,normal
5618,9.579,0.912,normal
5619,9.184,1.196,normal
5620,8.925,0.31,normal
5621,9.081,1.069,normal
5622,9.617,0.914,normal
5623,8.964,0.857,normal
5624,9.495,0.631,normal
5625,8.822,1.068,normal
5626,9.24,1.904,normal
5627,8.911,0.608,normal
5628,9.001,0.973,normal
5629,9.628,0.899,normal
5630,9.204,0.684,normal
5631,8.877,1.452,normal
5632,8.855,1.371,normal
5633,9.037,0.7,normal
5634,9.55,0.972,normal
5635,8.896,0.889,normal
5636,9.22,0.425,normal
5637,8.634,1.397,normal
5638,9.395,1.28,normal
5639,8.622,1.245,normal
5640,9.537,0.884,normal
5641,9.372,1.137,normal
5642,9.168,1.18,normal
5643,8.297,0.495,normal
5644,8.736,0.987,normal
5645,8.823,1.083,normal
5646,8.822,1.602,normal
5647,8.733,1.177,normal
5648,8.842,1.326,normal
5649,8.738,1.206,normal
5650,8.804,1.215,normal
5651,9.17,0.989,normal
5652,9.125,1.273,normal
5653,8.875,0.992,normal
5654,8.922,0.841,normal
5655,8.943,1.258,normal
5656,9.368,1.165,normal
5657,9.245,0.955,normal
5658,8.871,1.116,normal
5659,8.975,0.593,normal
5660,9.114,1.093,normal
5661,8.811,0.777,normal
5662,8.622,0.861,normal
5663,8.723,0.553,normal
5664,8.931,1.398,normal
5665,8.996,0.644,normal
5666,9.181,0.983,normal
5667,9.092,0.967,normal
5668,8.968,0.869,normal
5669,9.066,1.184,normal
5670,8.655,1.72,normal
5671,9.244,0.938,normal
5672,9.428,1.148,normal
5673,8.314,1.33,normal
5674,9.169,0.412,normal
5675,9.115,0.721,normal
5676,8.766,0.758,normal
5677,8.818,1.539,normal
5678,9.623,1.302,normal
5679,9.27,0.786,normal
5680,9.137,0.744,normal
5681,9.117,1.027,normal
5682,8.615,1.241,normal
5683,8.739,1.329,normal
5684,9.588,1.359,normal
5685,8.997,1.01,normal
5686,8.843,1.132,normal
5687,8.746,1.32,normal
5688,9.347,0.454,normal
5689,8.917,1.692,normal
5690,9.176,1.121,normal
5691,8.785,0.671,normal
5692,9.19,0.821,normal
5693,9.658,0.587,normal
5694,8.865,0.735,normal
5695,9.06,0.731,normal
5696,8.906,1.203,normal
5697,8.788,0.947,normal
5698,9.105,1.236,normal
5699,9.097,1.047,normal
5700,9.076,0.995,normal
5701,5.181,9.077,normal
5702,4.814,8.805,normal
5703,5.198,9.247,normal
5704,5.336,9.021,normal
5705,5.22,9.043,normal
5706,4.876,9.499,normal
5707,4.593,8.723,normal
5708,4.666,8.44,normal
5709,4.878,9.071,normal
5710,5.289,9.04,normal
5711,4.346,8.748,normal
5712,5.766,9.283,normal
5713,4.656,9.069,normal
5714,4.386,8.719,normal
5715,4.857,9.299,normal
5716,4.586,9.159,normal
5717,5.159,9.074,normal
5718,5.0,9.378,normal
5719,4.43,9.166,normal
5720,5.355,8.812,normal
5721,4.769,8.35,normal
5722,5.506,8.894,normal
5723,4.476,8.734,normal
5724,4.771,8.847,normal
5725,5.036,9.003,normal
5726,4.516,9.131,normal
5727,5.065,8.832,normal
5728,5.093,8.97,normal
5729,5.221,9.116,normal
5730,5.32,9.146,normal
5731,4.951,9.278,normal
5732,4.986,9.101,normal
5733,5.063,9.229,normal
5734,5.202,9.414,normal
5735,5.027,9.103,normal
5736,4.819,9.01,normal
5737,5.474,8.567,normal
5738,5.502,9.056,normal
5739,5.079,9.192,normal
5740,4.625,9.025,normal
5741,5.088,8.949,normal
5742,4.708,8.877,normal
5743,4.46,8.994,normal
5744,5.149,8.934,normal
5745,5.022,9.201,normal
5746,4.951,9.33,normal
5747,4.939,9.517,normal
5748,4.762,9.68,normal
5749,4.938,9.158,normal
5750,4.444,8.639,normal
5751,4.743,8.889,normal
5752,5.226,9.309,normal
5753,4.626,8.485,normal
5754,4.934,8.83,normal
5755,4.737,9.481,normal
5756,5.337,9.109,normal
5757,4.897,8.932,normal
5758,5.223,8.843,normal
5759,5.017,8.973,normal
5760,5.474,9.024,normal
5761,4.977,8.694,normal
5762,5.154,9.161,normal
5763,4.637,8.957,normal
5764,5.159,9.07,normal
5765,4.922,8.777,normal
5766,4.82,9.391,normal
5767,5.341,8.956,normal
5768,5.465,8.866,normal
5769,4.873,9.485,normal
5770,5.171,9.077,normal
5771,5.146,8.837,normal
5772,5.382,8.739,normal
5773,4.894,8.683,normal
5774,5.147,9.318,normal
5775,4.391,9.16,normal
5776,4.772,8.985,normal
5777,5.024,8.672,normal
5778,4.622,8.524,normal
5779,4.696,9.348,normal
5780,4.885,8.985,normal
5781,4.575,9.372,normal
5782,4.831,9.049,normal
5783,4.825,9.142,normal
5784,4.458,8.937,normal
5785,5.181,9.45,normal
5786,4.871,8.654,normal
5787,4.992,8.716,normal
5788,5.234,9.121,normal
5789,4.776,9.188,normal
5790,5.482,8.854,normal
5791,4.647,9.308,normal
5792,5.35,8.804,normal
5793,5.351,9.032,normal
5794,4.168,9.068,normal
5795,4.855,8.741,normal
5796,5.306,9.18,normal
5797,4.908,9.193,normal
5798,4.678,8.789,normal
5799,5.204,8.898,normal
5800,4.947,8.717,normal
5801,5.584,8.739,normal
5802,5.092,9.286,normal
5803,4.667,9.152,normal
5804,4.645,8.68,normal
5805,5.017,8.807,normal
5806,4.426,8.711,normal
5807,5.421,8.816,normal
5808,4.817,9.187,normal
5809,4.714,8.793,normal
5810,4.685,8.759,normal
5811,4.867,9.38,normal
5812,4.959,9.316,normal
5813,4.722,9.112,normal
5814,5.605,9.159,normal
5815,4.926,9.108,normal
5816,5.067,8.768,normal
5817,5.229,8.782,normal
5818,4.639,9.092,normal
5819,5.738,8.748,normal
5820,5.172,9.342,normal
5821,5.282,8.671,normal
5822,5.388,9.085,normal
5823,4.889,9.36,normal
5824,4.375,9.157,normal
5825,4.521,9.245,normal
5826,5.071,9.038,normal
5827,5.015,9.437,normal
5828,5.226,8.703,normal
5829,5.539,8.802,normal
5830,4.847,8.899,normal
5831,5.236,9.216,normal
5832,4.825,8.404,normal
5833,5.143,8.72,normal
5834,4.89,8.894,normal
5835,4.828,9.282,normal
5836,5.603,8.831,normal
5837,5.134,9.088,normal
5838,4.893,8.981,normal
5839,4.68,9.486,normal
5840,5.509,8.519,normal
5841,5.014,9.416,normal
5842,4.567,8.881,normal
5843,4.967,9.149,normal
5844,4.865,9.03,normal
5845,4.553,9.552,normal
5846,4.679,9.216,normal
5847,5.157,8.717,normal
5848,5.601,9.529,normal
5849,4.979,9.199,normal
5850,4.78,9.695,normal
5851,4.188,9.385,normal
5852,5.196,8.87,normal
5853,4.856,8.709,normal
5854,5.618,9.04,normal
5855,4.727,9.289,normal
5856,5.135,9.427,normal
5857,4.742,8.482,normal
5858,5.349,8.507,normal
5859,5.2,9.24,normal
5860,5.429,9.269,normal
5861,5.095,8.566,normal
5862,4.996,8.674,normal
5863,4.49,9.374,normal
5864,5.639,9.114,normal
5865,5.214,8.615,normal
5866,4.809,9.217,normal
5867,5.595,9.097,normal
5868,4.853,9.209,normal
5869,5.032,9.283,normal
5870,5.408,8.914,normal
5871,5.026,9.007,normal
5872,5.108,9.151,normal
5873,5.585,8.853,normal
5874,5.176,9.405,normal
5875,4.79,9.169,normal
5876,5.211,9.021,normal
5877,4.908,8.934,normal
5878,5.393,8.754,normal
5879,4.897,9.109,normal
5880,4.994,9.22,normal
5881,5.649,9.001,normal
5882,4.509,8.869,normal
5883,5.3,9.07,normal
5884,5.331,9.429,normal
5885,4.386,9.047,normal
5886,4.917,9.075,normal
5887,4.858,8.991,normal
5888,5.464,8.947,normal
5889,5.249,9.094,normal
5890,4.971,9.315,normal
5891,4.591,8.544,normal
5892,4.934,8.982,normal
5893,5.073,9.019,normal
5894,4.809,8.963,normal
5895,4.518,9.209,normal
5896,5.484,9.258,normal
5897,5.086,8.878,normal
5898,4.634,8.592,normal
5899,4.929,8.442,normal
5900,5.647,8.742,normal
5901,4.499,9.759,normal
5902,4.375,9.141,normal
5903,4.819,8.449,normal
5904,5.097,8.649,normal
5905,5.277,9.237,normal
5906,4.655,8.851,normal
5907,4.607,9.375,normal
5908,4.989,9.185,normal
5909,5.123,9.282,normal
5910,4.464,8.784,normal
5911,5.59,8.72,normal
5912,5.272,8.991,normal
5913,5.03,8.895,normal
5914,4.631,8.886,normal
5915,4.526,8.756,normal
5916,4.426,9.192,normal
5917,4.992,9.134,normal
5918,4.984,9.233,normal
5919,5.04,9.436,normal
5920,4.848,9.208,normal
5921,5.238,8.698,normal
5922,5.123,8.477,normal
5923,5.218,8.66,normal
5924,4.527,9.06,normal
5925,4.351,8.828,normal
5926,4.601,9.494,normal
5927,4.806,8.222,normal
5928,5.105,9.488,normal
5929,4.947,9.622,normal
5930,5.404,9.587,normal
5931,4.768,9.296,normal
5932,4.171,8.624,normal
5933,4.68,9.115,normal
5934,4.912,8.724,normal
5935,5.132,8.605,normal
5936,4.597,9.334,normal
5937,4.829,9.05,normal
5938,4.56,9.235,normal
5939,5.254,9.2,normal
5940,5.228,8.697,normal
5941,4.858,9.865,normal
5942,4.928,9.008,normal
5943,5.368,8.936,normal
5944,4.965,9.311,normal
5945,4.617,9.366,normal
5946,4.736,8.783,normal
5947,5.082,8.983,normal
5948,4.405,8.91,normal
5949,4.909,9.155,normal
5950,4.896,8.617,normal
5951,5.136,9.13,normal
5952,4.804,9.637,normal
5953,5.188,8.634,normal
5954,4.765,8.733,normal
5955,5.22,9.123,normal
5956,5.003,8.466,normal
5957,5.236,9.115,normal
5958,4.93,8.531,normal
5959,5.112,8.502,normal
5960,4.819,8.944,normal
5961,4.738,9.431,normal
5962,4.995,8.725,normal
5963,4.674,8.993,normal
5964,5.324,9.307,normal
5965,4.542,9.108,normal
5966,5.086,9.092,normal
5967,4.749,9.486,normal
5968,4.971,9.274,normal
5969,4.748,9.067,normal
5970,5.362,9.452,normal
5971,4.745,9.287,normal
5972,4.524,9.224,normal
5973,5.182,9.311,normal
5974,4.999,8.677,normal
5975,5.217,9.08,normal
5976,5.143,9.276,normal
5977,5.079,8.497,normal
5978,5.149,9.009,normal
5979,4.991,8.812,normal
5980,5.347,8.623,normal
5981,4.554,9.087,normal
5982,4.648,9.033,normal
5983,5.896,8.556,normal
5984,4.435,8.784,normal
5985,4.726,9.072,normal
5986,4.451,8.948,normal
5987,5.216,8.773,normal
5988,5.035,8.407,normal
5989,5.104,9.085,normal
5990,4.941,8.841,normal
5991,4.944,8.824,normal
5992,5.405,8.269,normal
5993,4.765,9.539,normal
5994,4.887,9.069,normal
5995,4.546,9.246,normal
5996,4.551,9.343,normal
5997,4.465,8.78,normal
5998,4.59,9.248,normal
5999,5.651,8.752,normal
6000,6.129,8.729,normal
6001,5.13,9.28,normal
6002,4.768,8.708,normal
6003,5.0,8.923,normal
6004,5.295,8.83,normal
6005,5.188,8.396,normal
6006,4.802,9.068,normal
6007,5.063,8.616,normal
6008,5.318,8.655,normal
6009,5.285,9.626,normal
6010,5.464,8.8,normal
6011,4.81,8.4,normal
6012,4.774,9.149,normal
6013,4.703,8.885,normal
6014,4.423,9.085,normal
6015,4.765,9.561,normal
6016,4.888,8.831,normal
6017,5.442,8.853,normal
6018,4.598,9.029,normal
6019,4.736,9.103,normal
6020,5.128,8.777,normal
6021,5.412,9.267,normal
6022,4.946,8.76,normal
6023,5.674,9.245,normal
6024,4.79,9.017,normal
6025,4.762,8.642,normal
6026,4.962,8.171,normal
6027,4.91,8.783,normal
6028,4.905,9.352,normal
6029,4.882,9.031,normal
6030,5.336,9.001,normal
6031,4.874,8.6,normal
6032,5.231,8.976,normal
6033,5.332,8.889,normal
6034,5.022,8.972,normal
6035,4.989,9.103,normal
6036,4.67,9.046,normal
6037,5.156,8.869,normal
6038,5.177,8.873,normal
6039,5.267,9.285,normal
6040,5.048,8.73,normal
6041,5.139,9.054,normal
6042,4.617,8.938,normal
6043,5.687,8.772,normal
6044,5.4,8.161,normal
6045,4.684,9.202,normal
6046,4.499,7.998,normal
6047,5.058,8.823,normal
6048,5.078,8.742,normal
6049,4.946,9.383,normal
6050,5.188,8.878,normal
6051,5.056,9.202,normal
6052,5.137,9.094,normal
6053,5.501,9.02,normal
6054,4.744,8.827,normal
6055,5.321,8.929,normal
